frame_path,label
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0406.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0407.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0408.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0409.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0410.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0411.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0412.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0413.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0414.jpg,Transition
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0415.jpg,Transition
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0416.jpg,Transition
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0417.jpg,Transition
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0418.jpg,Transition
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0419.jpg,second_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0420.jpg,second_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0421.jpg,second_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0422.jpg,second_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0423.jpg,second_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0424.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0425.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0426.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0427.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0428.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0429.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0430.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0431.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0432.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0432.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0433.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0434.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0435.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0436.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0437.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0438.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0439.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0440.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0441.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0442.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0443.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0444.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0445.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0446.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0447.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0448.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0449.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0450.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0451.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0452.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0453.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0454.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0455.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0456.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0457.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0458.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0459.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0460.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0460.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0461.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0462.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0463.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0464.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0465.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0466.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0467.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0468.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0469.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0470.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0471.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0472.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0473.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0474.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0475.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0476.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0477.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0478.jpg,catch
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0479.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0480.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0481.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0482.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0483.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0484.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0485.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0486.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0487.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0488.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0489.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0490.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0491.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0492.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0493.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0494.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0495.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0496.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0497.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0498.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0499.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0500.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0501.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0502.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0503.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0504.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0505.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0506.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0507.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0508.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0509.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0510.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0511.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0512.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0513.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0514.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0515.jpg,End
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0516.jpg,End
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0517.jpg,End
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0518.jpg,End
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0519.jpg,End
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0520.jpg,End
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0521.jpg,End
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0663.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0664.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0665.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0666.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0667.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0668.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0669.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0670.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0671.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0672.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0673.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0674.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0675.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0676.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0677.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0678.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0679.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0680.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0681.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0682.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0683.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0684.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0685.jpg,start
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0686.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0687.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0688.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0689.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0690.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0691.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0692.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0693.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0694.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0695.jpg,first_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0696.jpg,Transition
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0697.jpg,Transition
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0698.jpg,Transition
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0699.jpg,Transition
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0700.jpg,second_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0701.jpg,second_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0702.jpg,second_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0703.jpg,second_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0704.jpg,second_pull
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0705.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0706.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0707.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0708.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0709.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0710.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0711.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0712.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0713.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0714.jpg,Turnover
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0715.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0716.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0717.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0718.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0719.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0720.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0721.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0722.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0723.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0724.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0725.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0726.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0727.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0728.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0729.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0730.jpg,nothing
d:\AI Research\AI CNN Model\Input\Player_01\FS\Player01_FS_Set_01\Player01_FS_40Kg_front_view\frame_0731.jpg,nothing
